Vehicle_Type,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Vehicle_Speed,Fraud_indicator,Hour,DayOfWeek,State_code
Sedan,A-101,Regular,Medium,160,160,95,0,20,6,KA
SUV,B-102,Express,Large,180,180,55,0,11,3,KA
Bus ,C-103,Regular,Large,350,350,80,0,3,1,KA
Car,A-101,Express,Small,120,120,62,0,18,2,KA
Motorcycle,D-105,Regular,Small,0,0,87,0,10,0,KA
Truck,C-103,Express,Large,350,350,47,0,1,2,KA
Van,B-102,Regular,Medium,140,140,73,0,16,0,KA
Sedan,A-101,Express,Medium,160,160,68,0,8,1,KA
SUV,B-102,Regular,Large,180,180,91,0,23,6,KA
Bus ,C-103,Express,Large,350,120,52,1,15,1,KA
Car,A-101,Regular,Small,120,120,82,0,6,6,KA
Motorcycle,D-105,Regular,Small,0,0,56,0,22,0,KA
Truck,C-103,Regular,Large,350,350,84,0,13,5,KA
Van,B-102,Express,Medium,140,140,69,0,4,6,KA
Sedan,A-101,Regular,Medium,160,160,94,0,20,4,KA
SUV,B-102,Express,Large,180,120,49,1,11,5,KA
Bus ,C-103,Regular,Large,350,350,76,0,3,3,KA
Car,A-101,Express,Small,120,120,63,0,18,4,KA
Motorcycle,D-105,Regular,Small,0,0,88,0,9,2,KA
Truck,C-103,Express,Large,350,350,74,0,1,3,KA
Van,B-102,Regular,Medium,140,140,96,0,16,1,KA
Sedan,A-101,Express,Medium,160,160,61,0,8,1,KA
SUV,B-102,Regular,Large,180,180,85,0,23,4,KA
Bus ,C-103,Express,Large,350,90,52,1,15,2,KA
Car,A-101,Regular,Small,120,120,79,0,6,3,KA
Motorcycle,D-105,Regular,Small,0,0,66,0,21,1,KA
Truck,C-103,Regular,Large,350,120,90,1,13,3,KA
Van,B-102,Express,Medium,140,140,48,0,4,1,KA
Sedan,A-101,Regular,Medium,160,160,77,0,20,2,KA
SUV,B-102,Express,Large,180,180,60,0,11,1,KA
Bus ,C-103,Regular,Large,350,350,83,0,2,2,KA
Car,A-101,Express,Small,120,120,71,0,7,3,KA
Motorcycle,D-105,Regular,Small,0,0,97,0,22,5,KA
Truck,C-103,Express,Large,350,350,46,0,14,3,KA
Van,B-102,Regular,Medium,140,140,81,0,5,4,KA
Sedan,A-101,Express,Medium,160,120,64,1,20,2,KA
SUV,B-102,Regular,Large,180,180,93,0,12,4,KA
Bus ,C-103,Express,Large,350,350,57,0,3,2,KA
Car,A-101,Regular,Small,120,120,86,0,19,3,KA
Motorcycle,D-105,Regular,Small,0,0,55,0,10,1,KA
Truck,C-103,Regular,Large,350,350,82,0,1,2,KA
Van,B-102,Express,Medium,140,140,63,0,17,0,KA
Sedan,A-101,Regular,Medium,160,160,90,0,8,1,KA
SUV,B-102,Express,Large,180,140,48,1,0,6,KA
Bus ,C-103,Regular,Large,350,350,76,0,15,0,KA
Car,A-101,Express,Small,120,120,58,0,7,5,KA
Motorcycle,D-105,Regular,Small,0,0,87,0,22,6,KA
Truck,C-103,Express,Large,350,350,67,0,13,4,KA
Van,B-102,Regular,Medium,140,140,94,0,5,4,KA
Sedan,A-101,Express,Medium,160,160,71,0,20,0,KA
SUV,B-102,Regular,Large,180,180,89,0,12,5,KA
Bus ,C-103,Express,Large,350,350,52,0,3,6,KA
Car,A-101,Regular,Small,120,120,79,0,18,5,KA
Motorcycle,D-105,Regular,Small,0,0,66,0,10,6,KA
Truck,C-103,Regular,Large,350,350,95,0,1,4,KA
Van,B-102,Express,Medium,140,140,44,0,17,5,KA
Sedan,A-101,Regular,Medium,160,160,78,0,8,3,KA
SUV,B-102,Express,Large,180,180,61,0,0,4,KA
Bus ,C-103,Regular,Large,350,90,85,1,15,2,KA
Car,A-101,Express,Small,120,0,49,1,6,3,KA
Motorcycle,D-105,Regular,Small,0,0,74,0,22,0,KA
Truck,C-103,Express,Large,350,350,69,0,13,2,KA
Van,B-102,Regular,Medium,140,120,92,1,5,0,KA
Sedan,A-101,Express,Medium,160,140,57,1,20,1,KA
SUV,B-102,Regular,Large,180,180,83,0,11,6,KA
Bus ,C-103,Express,Large,350,350,68,0,3,0,KA
Car,A-101,Regular,Small,120,120,96,0,18,5,KA
Motorcycle,D-105,Regular,Small,0,0,46,0,10,6,KA
Truck,C-103,Regular,Large,350,350,81,0,1,4,KA
Van,B-102,Express,Medium,140,140,60,0,16,5,KA
Sedan,A-101,Regular,Medium,160,160,88,0,8,6,KA
SUV,B-102,Express,Large,180,180,53,0,23,2,KA
Bus ,C-103,Regular,Large,350,350,77,0,15,0,KA
Car,A-101,Express,Small,120,120,64,0,6,1,KA
Motorcycle,D-105,Regular,Small,0,0,91,0,21,6,KA
Truck,C-103,Express,Large,350,350,50,0,13,1,KA
Van,B-102,Regular,Medium,140,140,75,0,4,6,KA
Sedan,A-101,Express,Medium,160,160,59,0,20,0,KA
SUV,B-102,Regular,Large,180,180,84,0,11,5,KA
Bus ,C-103,Express,Large,350,350,66,0,3,6,KA
Car,A-101,Regular,Small,120,120,93,0,18,4,KA
Motorcycle,D-105,Regular,Small,0,0,45,0,9,5,KA
Truck,C-103,Regular,Large,350,350,80,0,1,3,KA
Van,B-102,Express,Medium,140,140,62,0,16,4,KA
Sedan,A-101,Regular,Medium,160,160,86,0,8,2,KA
SUV,B-102,Express,Large,180,180,51,0,23,3,KA
Bus ,C-103,Regular,Large,350,100,73,1,14,1,KA
Car,A-101,Express,Small,120,120,56,0,6,2,KA
Motorcycle,D-105,Regular,Small,0,0,82,0,21,0,KA
Truck,C-103,Express,Large,350,350,70,0,13,1,KA
Van,B-102,Regular,Medium,140,140,97,0,4,6,KA
Sedan,A-101,Express,Medium,160,160,47,0,20,6,KA
SUV,B-102,Regular,Large,180,120,84,1,11,4,KA
Bus ,C-103,Express,Large,350,350,65,0,2,5,KA
Car,A-101,Regular,Small,120,120,92,0,18,3,KA
Motorcycle,D-105,Regular,Small,0,0,53,0,9,4,KA
Truck,C-103,Regular,Large,350,350,79,0,1,2,KA
Van,B-102,Express,Medium,140,140,61,0,16,3,KA
Sedan,A-101,Regular,Medium,160,160,89,0,7,1,KA
SUV,B-102,Express,Large,180,180,44,0,23,2,KA
Bus ,C-103,Regular,Large,350,350,78,0,14,1,KA
Car,A-101,Express,Small,120,120,67,0,6,2,KA
Motorcycle,D-105,Regular,Small,0,0,95,0,21,6,KA
Truck,C-103,Express,Large,350,120,55,1,13,1,KA
Van,B-102,Regular,Medium,140,140,80,0,4,6,KA
Sedan,A-101,Express,Medium,160,160,62,0,19,0,KA
SUV,B-102,Regular,Large,180,180,87,0,11,5,KA
Bus ,C-103,Express,Large,350,350,47,0,2,6,KA
Car,A-101,Regular,Small,120,120,73,0,18,3,KA
Motorcycle,D-105,Regular,Small,0,0,68,0,9,4,KA
Truck,C-103,Regular,Large,350,350,91,0,0,2,KA
Van,B-102,Express,Medium,140,140,52,0,16,6,KA
Sedan,A-101,Regular,Medium,160,160,82,0,7,0,KA
SUV,B-102,Express,Large,180,60,56,1,23,1,KA
Bus ,C-103,Regular,Large,350,350,84,0,14,5,KA
Car,A-101,Express,Small,120,120,69,0,6,6,KA
Motorcycle,D-105,Regular,Small,0,0,94,0,21,4,KA
Truck,C-103,Express,Large,350,350,49,0,12,5,KA
Van,B-102,Regular,Medium,140,140,76,0,4,6,KA
Sedan,A-101,Express,Medium,160,160,63,0,19,4,KA
SUV,B-102,Regular,Large,180,180,88,0,11,6,KA
Bus ,C-103,Express,Large,350,350,74,0,2,4,KA
Car,A-101,Regular,Small,120,120,96,0,17,5,KA
Motorcycle,D-105,Regular,Small,0,0,61,0,9,3,KA
Truck,C-103,Regular,Large,350,120,85,1,0,4,KA
Van,B-102,Express,Medium,140,140,52,0,16,1,KA
Sedan,A-101,Regular,Medium,160,120,79,1,7,2,KA
SUV,B-102,Express,Large,180,180,66,0,23,0,KA
Bus ,C-103,Regular,Large,350,350,90,0,14,2,KA
Car,A-101,Express,Small,120,120,48,0,5,3,KA
Motorcycle,D-105,Regular,Small,0,0,77,0,21,0,KA
Truck,C-103,Express,Large,290,290,60,0,2,5,KA
Van,B-102,Regular,Medium,110,110,83,0,17,6,KA
Sedan,A-101,Express,Medium,100,0,71,1,9,4,KA
SUV,B-102,Regular,Large,130,130,97,0,0,5,KA
Bus ,C-103,Express,Large,290,290,46,0,16,3,KA
Car,A-101,Regular,Small,60,60,81,0,7,4,KA
Motorcycle,D-106,Regular,Small,0,0,64,0,22,2,KA
Truck,C-103,Regular,Large,290,290,93,0,14,4,KA
Van,B-102,Express,Medium,110,90,57,1,5,5,KA
Sedan,A-101,Regular,Medium,100,100,86,0,21,1,KA
SUV,B-102,Express,Large,130,130,87,0,12,6,KA
Bus ,C-103,Regular,Large,290,290,88,0,3,0,KA
Car,A-101,Express,Small,60,0,89,1,19,6,KA
Motorcycle,D-106,Regular,Small,0,0,90,0,10,0,KA
Truck,C-103,Express,Large,290,110,91,1,2,5,KA
Van,B-102,Regular,Medium,110,110,92,0,17,6,KA
Sedan,A-101,Express,Medium,100,100,93,0,8,4,KA
SUV,B-102,Regular,Large,130,130,66,0,0,5,KA
Bus ,C-103,Express,Large,290,290,67,0,15,3,KA
Car,A-101,Regular,Small,60,90,68,1,7,4,KA
Motorcycle,D-106,Regular,Small,0,0,69,0,22,2,KA
Truck,C-103,Regular,Large,290,290,70,0,13,3,KA
Van,B-102,Express,Medium,110,110,71,0,5,1,KA
Sedan,A-101,Regular,Medium,100,100,72,0,20,2,KA
SUV,B-102,Express,Large,130,130,73,0,12,0,KA
Bus ,C-103,Regular,Large,290,100,74,1,3,1,KA
Car,A-101,Express,Small,60,60,75,0,18,6,KA
Motorcycle,D-106,Regular,Small,0,0,76,0,10,0,KA
Truck,C-103,Express,Large,290,290,77,0,1,5,KA
Van,B-102,Regular,Medium,110,100,78,1,17,6,KA
Sedan,A-101,Express,Medium,100,100,79,0,8,0,KA
SUV,B-102,Regular,Large,130,130,80,0,23,3,KA
Bus ,C-103,Express,Large,290,290,81,0,15,1,KA
Car,A-101,Regular,Small,60,60,82,0,6,2,KA
Motorcycle,D-106,Regular,Small,0,0,83,0,22,0,KA
Truck,C-103,Regular,Large,290,290,84,0,13,2,KA
Van,B-102,Express,Medium,110,110,85,0,4,0,KA
Sedan,A-101,Regular,Medium,100,100,86,0,20,1,KA
SUV,B-102,Express,Large,130,130,40,0,11,6,KA
Bus ,C-103,Regular,Large,290,290,41,0,2,0,KA
Car,A-101,Express,Small,60,0,42,1,18,5,KA
Motorcycle,D-106,Regular,Small,0,0,43,0,9,6,KA
Truck,C-103,Express,Large,290,290,44,0,1,4,KA
Van,B-102,Regular,Medium,110,110,45,0,16,5,KA
Sedan,A-101,Express,Medium,100,100,46,0,8,3,KA
SUV,B-102,Regular,Large,130,130,47,0,23,4,KA
Bus ,C-103,Express,Large,290,290,45,0,14,2,KA
Car,A-101,Regular,Small,60,60,50,0,6,3,KA
Motorcycle,D-106,Regular,Small,0,0,55,0,21,1,KA
Truck,C-103,Regular,Large,290,290,48,0,13,2,KA
Van,B-102,Express,Medium,110,90,60,1,4,0,KA
Sedan,A-101,Regular,Medium,100,100,42,0,19,0,KA
SUV,B-102,Express,Large,130,130,57,0,11,5,KA
Bus ,C-103,Regular,Large,290,290,49,0,2,6,KA
Car,A-101,Express,Small,60,60,52,0,18,4,KA
Motorcycle,D-106,Regular,Small,0,0,46,0,9,5,KA
Truck,C-103,Express,Large,290,290,58,0,1,3,KA
Van,B-102,Regular,Medium,110,110,53,0,16,4,KA
Sedan,A-101,Express,Medium,100,100,47,0,7,2,KA
SUV,B-102,Regular,Large,130,130,51,0,23,3,KA
Bus ,C-103,Express,Large,290,290,44,0,14,2,KA
Car,A-101,Regular,Small,60,60,59,0,6,3,KA
Motorcycle,D-106,Regular,Small,0,0,54,0,21,0,KA
Truck,C-103,Regular,Large,290,290,43,0,12,2,KA
Van,B-102,Express,Medium,110,110,56,0,4,0,KA
Sedan,A-101,Regular,Medium,100,100,50,0,19,1,KA
SUV,B-102,Express,Large,130,130,45,0,11,6,KA
Bus ,C-103,Regular,Large,290,290,55,0,2,0,KA
Car,A-101,Express,Small,60,60,48,0,18,4,KA
Motorcycle,D-106,Regular,Small,0,0,60,0,9,5,KA
Truck,C-103,Express,Large,290,290,42,0,0,3,KA
Van,B-102,Regular,Medium,110,110,57,0,16,4,KA
Sedan,A-101,Express,Medium,100,100,49,0,7,2,KA
SUV,B-102,Regular,Large,130,130,52,0,23,3,KA
Bus ,C-103,Express,Large,290,130,46,1,14,6,KA
Car,A-101,Regular,Small,60,90,58,1,5,3,KA
Motorcycle,D-106,Regular,Small,0,0,53,0,21,4,KA
Truck,C-103,Regular,Large,290,290,47,0,12,2,KA
Van,B-102,Express,Medium,110,110,51,0,4,3,KA
Sedan,A-101,Regular,Medium,100,60,44,1,19,1,KA
SUV,B-102,Express,Large,130,130,59,0,10,3,KA
Bus ,C-103,Regular,Large,290,290,54,0,2,1,KA
Car,A-101,Express,Small,60,60,43,0,17,2,KA
Motorcycle,D-106,Regular,Small,0,0,56,0,9,0,KA
Truck,C-103,Express,Large,290,290,50,0,0,1,KA
Van,B-102,Regular,Medium,110,60,45,1,15,5,KA
Sedan,A-101,Express,Medium,100,100,55,0,7,6,KA
SUV,B-102,Regular,Large,130,130,48,0,22,4,KA
Bus ,C-103,Express,Large,290,290,60,0,14,5,KL
Car,A-101,Regular,Small,60,60,42,0,5,3,KL
Motorcycle,D-106,Regular,Small,0,0,57,0,21,4,KL
Truck,C-103,Regular,Large,290,290,49,0,12,2,KL
Van,B-102,Express,Medium,110,110,52,0,3,3,KL
Sedan,A-101,Regular,Medium,100,100,46,0,19,1,KL
SUV,B-102,Express,Large,130,0,58,1,10,2,KL
Bus ,C-103,Regular,Large,290,290,53,0,2,3,KL
Car,A-101,Express,Small,60,60,47,0,17,6,KL
Motorcycle,D-106,Regular,Small,0,0,51,0,8,4,KL
Truck,C-103,Express,Large,290,290,44,0,0,5,KL
Van,B-102,Regular,Medium,110,110,59,0,15,2,KL
Sedan,A-101,Express,Medium,100,100,54,0,23,6,KA
SUV,B-102,Regular,Large,130,130,43,0,14,4,KL
Bus ,C-103,Express,Large,290,290,56,0,5,5,KL
Car,A-101,Regular,Small,60,90,50,1,21,4,KL
Motorcycle,D-106,Regular,Small,0,0,45,0,12,5,KL
Truck,C-103,Regular,Large,290,290,55,0,3,3,KL
Van,B-102,Express,Medium,110,110,48,0,19,4,KL
Sedan,A-101,Regular,Medium,100,100,60,0,10,2,KL
SUV,B-102,Express,Large,130,130,42,0,2,3,KL
Bus ,C-103,Regular,Large,290,290,57,0,17,1,KL
Car,A-101,Express,Small,60,60,49,0,8,2,KL
Motorcycle,D-106,Regular,Small,0,0,52,0,0,0,KL
Truck,C-103,Express,Large,290,290,46,0,15,1,KL
Van,B-102,Regular,Medium,110,110,58,0,6,6,KA
Sedan,A-101,Express,Medium,100,60,53,1,22,0,KL
SUV,B-102,Regular,Large,130,130,47,0,13,5,KL
Bus ,C-103,Express,Large,290,290,51,0,5,6,KL
Car,A-101,Regular,Small,60,60,44,0,20,4,KL
Motorcycle,D-106,Regular,Small,0,0,59,0,11,5,KL
Truck,C-103,Regular,Large,290,60,54,1,3,4,KL
Van,B-102,Express,Medium,110,110,43,0,18,5,KL
Sedan,A-101,Regular,Medium,100,100,56,0,10,0,KL
SUV,B-102,Express,Large,130,130,50,0,2,3,KL
Bus ,C-103,Regular,Large,290,90,45,1,17,1,KL
Car,A-101,Express,Small,60,60,55,0,9,2,KL
Motorcycle,D-106,Regular,Small,0,0,48,0,0,0,KL
Truck,C-103,Express,Large,290,290,60,0,15,1,KA
Van,B-102,Regular,Medium,110,110,42,0,7,6,KL
Sedan,A-101,Express,Medium,100,100,57,0,22,0,KL
SUV,B-102,Regular,Large,130,130,49,0,13,5,KL
Bus ,C-103,Express,Large,290,290,52,0,5,6,KL
Car,A-101,Regular,Small,60,100,46,1,20,4,KL
Motorcycle,D-106,Regular,Small,0,0,58,0,12,5,KL
Truck,C-103,Regular,Large,290,290,53,0,3,3,KL
Van,B-102,Express,Medium,110,110,47,0,18,4,KL
Sedan,A-101,Regular,Medium,100,100,51,0,10,2,KL
SUV,B-102,Express,Large,130,130,44,0,1,3,KL
Bus ,C-103,Regular,Large,290,110,59,1,16,1,KL
Car,A-101,Express,Small,60,60,54,0,8,2,KL
Motorcycle,D-106,Regular,Small,0,0,43,0,23,0,KA
Truck,C-103,Express,Large,290,290,56,0,15,1,KL
Van,B-102,Regular,Medium,110,110,50,0,6,6,KL
Sedan,A-101,Express,Medium,100,100,45,0,21,6,KL
SUV,B-102,Regular,Large,130,130,55,0,13,4,KL
Bus ,C-103,Express,Large,290,290,48,0,4,5,KL
Car,A-101,Regular,Small,60,60,60,0,20,3,KL
Motorcycle,D-106,Regular,Small,0,0,40,0,11,4,KL
Truck,C-103,Regular,Large,290,290,62,0,2,2,KL
Van,B-102,Express,Medium,110,110,38,0,18,3,KL
Sedan,A-101,Regular,Medium,100,100,65,0,9,1,KL
SUV,B-102,Express,Large,130,130,42,0,1,2,KL
Bus ,C-103,Regular,Large,290,290,55,0,16,0,KL
Car,A-101,Express,Small,60,0,48,1,7,1,KA
Motorcycle,D-106,Regular,Small,0,0,50,0,23,5,KL
Truck,C-103,Express,Large,290,290,58,0,14,0,KL
Van,B-102,Regular,Medium,110,110,46,0,5,5,KL
Sedan,A-101,Express,Medium,100,100,53,0,21,6,KL
SUV,B-102,Regular,Large,130,130,47,0,12,4,KL
Bus ,C-103,Express,Large,290,290,51,0,4,5,KL
Car,A-101,Regular,Small,60,60,44,0,19,3,KL
Motorcycle,D-106,Regular,Small,0,0,59,0,10,4,KL
Truck,C-103,Regular,Large,290,290,54,0,2,2,KL
Van,B-102,Express,Medium,110,110,43,0,17,2,KL
Sedan,A-101,Regular,Medium,100,100,56,0,9,0,KL
SUV,B-102,Express,Large,130,130,52,0,0,3,KL
Bus ,C-103,Regular,Large,290,290,45,0,15,6,KA
Car,A-101,Express,Small,60,0,57,1,7,4,KL
Motorcycle,D-106,Regular,Small,0,0,49,0,22,5,KL
Truck,C-103,Express,Large,290,100,60,1,13,4,KL
Van,B-102,Regular,Medium,110,110,41,0,5,5,KL
Sedan,A-101,Express,Medium,100,60,63,1,20,3,KL
SUV,B-102,Regular,Large,130,130,39,0,11,5,KL
Bus ,C-103,Express,Large,290,290,66,0,3,4,KL
Car,A-101,Regular,Small,60,60,43,0,18,5,KL
Motorcycle,D-106,Regular,Small,0,0,61,0,10,3,KL
Truck,C-103,Regular,Large,290,290,37,0,1,4,KL
Van,B-102,Express,Medium,110,110,54,0,16,2,KL
Sedan,A-101,Regular,Medium,100,100,46,0,8,3,KL
SUV,B-102,Express,Large,130,0,55,1,23,1,KA
Bus ,C-103,Regular,Large,290,290,49,0,15,2,KL
Car,A-101,Express,Small,60,60,60,0,6,0,KL
Motorcycle,D-106,Regular,Small,0,0,42,0,21,1,KL
Truck,C-103,Express,Large,290,290,57,0,13,6,KL
Van,B-102,Regular,Medium,110,110,48,0,4,0,KL
Sedan,A-101,Express,Medium,100,100,52,0,20,5,KL
SUV,B-102,Regular,Large,130,130,45,0,11,6,KL
Bus ,C-103,Express,Large,290,100,59,1,2,0,KL
Car,A-101,Regular,Small,60,60,53,0,18,3,KL
Motorcycle,D-106,Regular,Small,0,0,47,0,9,1,KL
Truck,C-103,Regular,Large,290,290,51,0,0,2,KL
Van,B-102,Express,Medium,110,110,44,0,16,0,KL
Sedan,A-101,Regular,Medium,100,100,58,0,7,1,KA
SUV,B-102,Express,Large,130,100,54,1,23,6,KL
Bus ,C-103,Regular,Large,290,290,43,0,14,1,KL
Car,A-101,Express,Small,60,60,56,0,5,6,KL
Motorcycle,D-106,Regular,Small,0,0,50,0,21,0,KL
Truck,C-103,Express,Large,290,290,45,0,12,1,GJ
Van,B-102,Regular,Medium,110,110,55,0,4,5,GJ
Sedan,A-101,Express,Medium,100,100,48,0,19,6,GJ
SUV,B-102,Regular,Large,130,130,60,0,10,4,GJ
Bus ,C-103,Express,Large,290,290,42,0,23,3,GJ
Car,A-101,Regular,Small,60,60,57,0,14,1,GJ
Motorcycle,D-106,Regular,Small,0,0,49,0,6,2,GJ
Truck,C-103,Regular,Large,290,290,52,0,21,0,GJ
Van,B-102,Express,Medium,110,110,46,0,12,1,KA
Sedan,A-101,Regular,Medium,100,100,58,0,4,6,GJ
SUV,B-102,Express,Large,130,130,53,0,19,0,GJ
Bus ,C-103,Regular,Large,290,110,47,1,11,5,GJ
Car,A-101,Express,Small,60,60,51,0,2,6,GJ
Motorcycle,D-106,Regular,Small,0,0,44,0,17,4,GJ
Truck,C-103,Express,Large,290,290,59,0,9,5,GJ
Van,B-102,Regular,Medium,110,110,54,0,0,4,GJ
Sedan,A-101,Express,Medium,100,100,43,0,15,5,GJ
SUV,B-102,Regular,Large,130,100,56,1,7,0,GJ
Bus ,C-103,Express,Large,290,290,50,0,22,3,GJ
Car,A-101,Regular,Small,60,60,45,0,14,1,GJ
Motorcycle,D-106,Regular,Small,0,0,55,0,5,2,GJ
Truck,C-103,Regular,Large,290,290,48,0,20,0,KA
Van,B-102,Express,Medium,110,60,60,1,12,1,GJ
Sedan,A-101,Regular,Medium,100,100,42,0,3,6,GJ
SUV,B-102,Express,Large,130,130,57,0,18,0,GJ
Bus ,C-103,Regular,Large,290,290,49,0,10,5,GJ
Car,A-101,Express,Small,60,60,52,0,1,6,GJ
Motorcycle,D-106,Regular,Small,0,0,46,0,16,4,GJ
Truck,C-103,Express,Large,290,290,58,0,8,5,GJ
Van,B-102,Regular,Medium,110,110,53,0,23,3,GJ
Sedan,A-101,Express,Medium,100,100,47,0,14,4,GJ
SUV,B-102,Regular,Large,130,100,51,1,6,2,GJ
Bus ,C-103,Express,Large,290,290,44,0,21,3,GJ
Car,A-101,Regular,Small,60,60,59,0,13,1,GJ
Motorcycle,D-106,Regular,Small,0,0,54,0,4,2,KA
Truck,C-103,Regular,Large,290,290,43,0,19,0,GJ
Van,B-102,Express,Medium,110,110,56,0,11,1,GJ
Sedan,A-101,Regular,Medium,100,100,50,0,2,6,GJ
SUV,B-102,Express,Large,130,90,45,1,17,6,GJ
Bus ,C-103,Regular,Large,290,290,55,0,8,4,GJ
Car,A-101,Express,Small,60,60,48,0,23,5,GJ
Motorcycle,D-106,Regular,Small,0,0,60,0,15,3,GJ
Truck,C-103,Express,Large,290,290,42,0,6,4,GJ
Van,B-102,Regular,Medium,110,110,57,0,21,2,GJ
Sedan,A-101,Express,Medium,100,100,49,0,13,3,GJ
SUV,B-102,Regular,Large,130,130,52,0,4,1,GJ
Bus ,C-103,Express,Large,290,290,46,0,19,2,GJ
Car,A-101,Regular,Small,60,60,58,0,11,1,KA
Motorcycle,D-106,Regular,Small,0,0,53,0,2,2,GJ
Truck,C-103,Regular,Large,290,290,47,0,17,6,GJ
Van,B-102,Express,Medium,110,110,20,0,9,0,GJ
Sedan,A-101,Regular,Medium,100,100,21,0,0,5,GJ
SUV,B-102,Express,Large,130,130,22,0,15,6,GJ
Bus ,C-103,Regular,Large,290,60,23,1,7,4,GJ
Car,A-101,Express,Small,60,60,24,0,22,5,GJ
Motorcycle,D-106,Regular,Small,0,0,25,0,14,3,GJ
Truck,C-103,Express,Large,290,290,26,0,5,4,GJ
Van,B-102,Regular,Medium,110,110,27,0,20,2,GJ
Sedan,A-101,Express,Medium,100,60,28,1,12,3,GJ
SUV,B-102,Regular,Large,130,100,29,1,3,1,GJ
Bus ,C-103,Express,Large,290,290,30,0,18,1,KA
Car,A-101,Regular,Small,60,60,31,0,10,6,GJ
Motorcycle,D-106,Regular,Small,0,0,32,0,1,0,GJ
Truck,C-103,Regular,Large,290,290,33,0,16,5,GJ
Van,B-102,Express,Medium,110,110,34,0,8,6,GJ
Sedan,A-101,Regular,Medium,100,100,35,0,23,4,GJ
SUV,B-102,Express,Large,130,130,36,0,14,5,GJ
Bus ,C-103,Regular,Large,290,290,37,0,6,3,GJ
Car,A-101,Express,Small,60,60,38,0,21,4,GJ
Motorcycle,D-106,Regular,Small,0,0,39,0,13,2,GJ
Truck,C-103,Express,Large,290,290,65,0,4,3,GJ
Van,B-102,Regular,Medium,110,110,76,0,19,0,GJ
Sedan,A-101,Express,Medium,100,100,89,0,11,1,GJ
SUV,B-102,Regular,Large,130,130,45,0,2,6,KA
Bus ,C-103,Express,Large,290,290,56,0,17,0,GJ
Car,A-101,Regular,Small,60,60,67,0,9,5,GJ
Motorcycle,D-106,Regular,Small,0,0,87,0,0,6,GJ
Truck,C-103,Regular,Large,290,290,45,0,16,4,GJ
Van,B-102,Express,Medium,110,110,34,0,7,5,GJ
Sedan,A-101,Regular,Medium,100,100,78,0,22,3,GJ
SUV,B-102,Express,Large,130,130,45,0,14,4,GJ
Bus ,C-103,Regular,Large,290,290,87,0,5,1,GJ
Car,A-101,Express,Small,60,0,66,1,21,2,GJ
Motorcycle,D-106,Regular,Small,0,0,89,0,12,0,GJ
Truck,C-103,Express,Large,290,290,65,0,3,1,GJ
Van,B-102,Regular,Medium,110,110,34,0,19,0,GJ
Sedan,A-101,Express,Medium,100,100,98,0,10,1,KA
SUV,B-102,Regular,Large,130,130,22,0,1,0,GJ
Bus ,C-103,Express,Large,290,100,23,1,17,1,GJ
Car,A-101,Regular,Small,60,60,10,0,8,6,GJ
Motorcycle,D-106,Regular,Small,0,0,67,0,0,0,GJ
Truck,C-103,Regular,Large,290,290,87,0,15,5,GJ
Van,B-102,Express,Medium,110,100,65,1,6,6,GJ
Sedan,A-101,Regular,Medium,100,100,34,0,22,4,GJ
SUV,B-102,Express,Large,130,130,87,0,13,5,GJ
Bus ,C-103,Regular,Large,290,290,35,0,4,3,GJ
Car,A-101,Express,Small,60,60,32,0,20,4,GJ
Motorcycle,D-106,Regular,Small,0,0,76,0,11,2,GJ
Truck,C-103,Express,Large,290,290,34,0,3,3,GJ
Van,B-102,Regular,Medium,110,110,65,0,18,1,KA
Sedan,A-101,Express,Medium,100,100,23,0,9,2,GJ
SUV,B-102,Regular,Large,130,130,65,0,1,1,GJ
Bus ,C-103,Express,Large,290,290,34,0,16,2,GJ
Car,A-101,Regular,Small,60,60,76,0,7,3,GJ
Motorcycle,D-106,Regular,Small,0,0,45,0,12,6,GJ
Truck,C-103,Regular,Large,290,110,67,1,3,6,GJ
Van,B-102,Express,Medium,110,110,45,0,18,6,GJ
Sedan,A-101,Regular,Medium,100,100,76,0,9,5,GJ
SUV,B-102,Express,Large,130,130,45,0,14,1,KA
Bus ,C-103,Regular,Large,290,290,76,0,5,2,KA
Car,A-101,Express,Small,60,90,45,1,20,6,KA
Motorcycle,D-106,Regular,Small,0,0,76,0,11,2,KA
Truck,C-103,Express,Large,290,290,45,0,1,0,KA
Van,B-102,Regular,Medium,110,110,65,0,16,6,KA
Sedan,A-101,Express,Medium,100,100,98,0,7,6,KA
SUV,B-102,Regular,Large,130,130,76,0,22,0,KA
Bus ,C-103,Express,Large,290,290,65,0,12,6,KA
Car,A-101,Regular,Small,60,60,88,0,3,0,KA
Motorcycle,D-106,Regular,Small,0,0,76,0,18,5,KA
Truck,C-103,Regular,Large,290,130,56,1,9,1,KA
Van,B-102,Express,Medium,110,110,86,0,1,0,KA
Sedan,A-101,Regular,Medium,100,90,98,1,16,1,KA
SUV,B-102,Express,Large,130,130,67,0,7,6,KA
Bus ,C-103,Regular,Large,290,290,98,0,22,2,MH
Car,A-101,Express,Small,60,60,67,0,12,1,KA
Motorcycle,D-106,Regular,Small,0,0,56,0,3,2,KA
Truck,C-103,Express,Large,290,290,87,0,18,5,KA
Van,B-102,Regular,Medium,110,110,56,0,9,1,KA
Sedan,A-101,Express,Medium,100,100,87,0,1,4,MH
